Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
295,Cam Akers,MIN,RB,26,1,0,0,0,0,0,0,5,19,3.80,0,1,0,0,,0,0,0,0,,,2,1.9,1.9,1.9,,81,,AkerCa00
296,Tyson Bagent,CHI,QB,25,1,0,2,3,27,0,0,2,7,3.50,0,0,0,0,,0,1,0,0,,,2,1.8,1.8,1.8,,39,,BageTy00
297,Daniel Bellinger,NYG,TE,25,3,0,0,0,0,0,0,0,0,,0,2,2,20,10.00,0,0,0,0,,,2,4.0,4.0,3.0,,64,,BellDa00
298,Tahj Brooks,CIN,RB,23,3,0,0,0,0,0,0,5,17,3.40,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,83,,BrooTa00
299,Pat Bryant,DEN,WR,23,3,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,126,,BryaPa00
300,Isaiah Davis,NYJ,RB,23,3,0,0,0,0,0,0,2,18,9.00,0,3,1,6,6.00,0,0,0,0,,,2,3.4,3.4,2.9,,78,,DaviIs00
301,Chimere Dike,TEN,WR,24,3,1,0,0,0,0,0,5,21,4.20,0,10,5,1,0.20,0,0,0,0,,,2,7.2,7.2,4.7,,123,,DikeCh00
302,Greg Dortch,ARI,WR,27,3,0,0,0,0,0,0,1,5,5.00,0,4,4,12,3.00,0,0,0,0,,,2,5.7,5.7,3.7,,130,,DortGr01
303,Ashton Dulin,IND,WR,28,3,0,0,0,0,0,0,1,15,15.00,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,133,,DuliAs00
304,D'Wayne Eskridge,MIA,WR,28,3,0,0,0,0,0,0,0,0,,0,3,2,17,8.50,0,0,0,0,,,2,3.7,3.7,2.7,,131,,EskrDW00
305,Mitchell Evans,CAR,TE,22,3,0,0,0,0,0,0,0,0,,0,2,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,66,,EvanMi01
306,Ryan Flournoy,DAL,WR,26,3,0,0,0,0,0,0,0,0,,0,3,2,21,10.50,0,0,0,0,,,2,4.1,4.1,3.1,,124,,FlouRy00
307,Noah Gray,KAN,TE,26,3,1,0,0,0,0,0,0,0,,0,12,5,21,4.20,0,0,0,0,,,2,7.1,7.1,4.6,,63,,GrayNo00
308,Julian Hill,MIA,TE,25,3,3,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,1,,2,3.4,3.4,2.9,,60,,HillJu02
309,Van Jefferson,TEN,WR,29,3,0,0,0,0,0,0,0,0,,0,3,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,127,,JeffVa00
310,Charlie Kolar,BAL,TE,26,3,2,0,0,0,0,0,0,0,,0,3,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,61,,KolaCh00
311,Lucas Krull,DEN,TE,27,3,3,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,0,0,0,,,2,3.5,3.5,2.5,,68,,KrulLu00
312,Dylan Laube,LVR,RB,26,3,0,0,0,0,0,0,3,2,0.67,0,3,2,17,8.50,0,0,0,0,,,2,3.9,3.9,2.9,,82,,LaubDy00
313,Tim Patrick,JAX,WR,32,3,0,0,0,0,0,0,0,0,,0,2,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,132,,PatrTi00
314,Tip Reiman,ARI,TE,24,2,2,0,0,0,0,0,0,0,,0,4,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,67,,ReimTi00
315,Josh Reynolds,NYJ,WR,30,1,1,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,128,,ReynJo00
316,Tyrell Shavers,BUF,WR,26,3,0,0,0,0,0,0,0,0,,0,4,2,24,12.00,0,0,0,0,,,2,4.4,4.4,3.4,,121,,ShavTy00
317,Devin Singletary,NYG,RB,28,3,1,0,0,0,0,0,8,24,3.00,0,1,1,-4,-4.00,0,0,0,0,,,2,3.0,3.0,2.5,,79,,SingDe00
318,Brashard Smith,KAN,RB,22,3,0,0,0,0,0,0,3,15,5.00,0,2,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,84,,SmitBr09
319,Cade Stover,HOU,TE,25,1,1,0,0,0,0,0,0,0,,0,4,4,22,5.50,0,0,0,0,,,2,6.2,6.2,4.2,,62,,StovCa00
320,Jamari Thrash,CLE,WR,25,3,0,0,0,0,0,0,0,0,,0,5,4,18,4.50,0,0,0,0,,,2,5.8,5.8,3.8,,129,,ThraJa01
321,Darnell Washington,PIT,TE,24,3,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,1,,2,2.0,2.0,2.0,,65,,WashDa03
322,Kyle Williams,NWE,WR,23,3,0,0,0,0,0,0,0,0,,0,2,2,20,10.00,0,0,0,0,,,2,4.0,4.0,3.0,,125,,WillKy03
323,Savion Williams,GNB,WR,24,3,0,0,0,0,0,0,4,23,5.75,0,1,1,1,1.00,0,0,0,0,,,2,3.4,3.4,2.9,,122,,WillSa01
324,Zach Wilson,MIA,QB,26,1,0,5,8,32,0,0,1,3,3.00,0,0,0,0,,0,0,0,0,,,2,1.6,1.6,1.6,,40,,WilsZa00
325,Jacardia Wright,SEA,RB,,1,0,0,0,0,0,0,5,20,4.00,0,0,0,0,,0,0,0,0,,,2,2.0,2.0,2.0,,80,,WrigJa05
326,Rasheen Ali,BAL,RB,24,3,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,91,,AlixRa00
327,Tank Bigsby,2TM,RB,24,3,0,0,0,0,0,0,5,12,2.40,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,86,,BigsTa00
328,Max Brosmer,MIN,QB,,1,0,2,4,29,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,42,,BrosMa00
329,Grant Calcaterra,PHI,TE,27,3,2,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,73,,CalcGr00
330,Kirk Cousins,ATL,QB,37,1,0,5,7,29,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,41,,CousKi00
331,Tai Felton,MIN,WR,22,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,138,,FeltTa00
332,Tyler Goodson,IND,RB,25,1,0,0,0,0,0,0,2,6,3.00,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,89,,GoodTy00
333,Cam Grandy,CIN,TE,25,1,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,1,0,0,,,1,1.6,1.6,1.1,,74,,GranCa00
334,Kylen Granson,PHI,TE,27,3,1,0,0,0,0,0,0,0,,0,2,2,6,3.00,0,0,0,0,,,1,2.6,2.6,1.6,,75,,GranKy00
335,Connor Heyward,PIT,TE,26,3,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,76,,HeywCo00
336,Alec Ingold,MIA,FB,29,3,2,0,0,0,0,0,0,0,,0,4,3,14,4.67,0,0,0,0,,,1,4.4,4.4,2.9,,85,,IngoAl01
337,Andrei Iosivas,CIN,WR,26,3,1,0,0,0,0,0,0,0,,0,5,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,134,,IosiAn00
338,Xavier Legette,CAR,WR,24,2,2,0,0,0,0,0,1,0,0.00,0,15,4,8,2.00,0,0,0,0,,,1,4.8,4.8,2.8,,141,,LegeXa00
339,Drew Lock,SEA,QB,29,1,0,2,3,15,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,44,,LockDr00
340,Chris Manhertz,NYG,TE,33,3,2,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,70,,ManhCh00
341,John Metchie,PHI,WR,25,3,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,0,0,,,1,2.8,2.8,1.8,,142,,MetcJo00
342,David Moore,CAR,WR,30,3,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,146,,MoorDa03
343,Skyy Moore,SFO,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,1,0,0,,,1,2.0,2.0,1.5,,137,,MoorSk01
344,Johnny Mundt,JAX,TE,31,3,2,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,71,,MundJo00
345,Devin Neal,NOR,RB,22,1,0,0,0,0,0,0,2,9,4.50,0,0,0,0,,0,0,0,0,,,1,0.9,0.9,0.9,,87,,NealDe00
346,Jaylin Noel,HOU,WR,23,3,0,0,0,0,0,0,0,0,,0,3,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,136,,NoelJa00
347,Dare Ogunbowale,HOU,RB,31,3,0,0,0,0,0,0,2,9,4.50,0,2,2,17,8.50,0,1,1,0,,,1,2.6,3.6,1.6,,90,,OgunDa00
348,Bryce Oliver,TEN,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,143,,OlivBr02
349,Samaje Perine,CIN,RB,30,3,0,0,0,0,0,0,4,21,5.25,0,2,2,6,3.00,0,1,1,0,,,1,2.7,3.7,1.7,,88,,PeriSa00
350,Dameon Pierce,HOU,RB,25,1,0,0,0,0,0,0,3,5,1.67,0,1,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,92,,PierDa01
351,Eric Saubert,SEA,TE,31,3,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,69,,SaubEr00
352,Luke Schoonmaker,DAL,TE,27,3,1,0,0,0,0,0,0,0,,0,4,1,5,5.00,0,0,0,0,,,1,1.5,1.5,1.0,,77,,SchoLu00
353,Trent Sherfield,DEN,WR,29,3,0,0,0,0,0,0,0,0,,0,2,2,6,3.00,0,0,0,0,,,1,2.6,2.6,1.6,,145,,SherTr00
354,David Sills,ATL,WR,29,3,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,139,,SillDa01
355,Ben Sinnott,WAS,TE,23,3,1,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,72,,SinnBe00
356,Mitchell Trubisky,BUF,QB,31,1,0,1,2,32,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,1,1.0,1.0,1.0,,43,,TrubMi00
357,Marquez Valdes-Scantling,SFO,WR,31,3,0,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,140,,ValdMa00
358,Roman Wilson,PIT,WR,24,3,1,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,0,0,,,1,1.7,1.7,1.2,,144,,WilsRo02
359,Dareke Young,SEA,WR,26,2,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,0,0,,,1,2.2,2.2,1.7,,135,,YounDa02
360,Nate Adkins,DEN,TE,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,79,,AdkiNa00
361,Jamal Agnew,ATL,WR,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,148,,AgneJa00
362,Kyle Allen,DET,QB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,48,,AlleKy00
363,Tutu Atwell,LAR,WR,26,3,2,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,147,,AtweTu00
364,Kevin Austin,NOR,WR,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,149,,AustKe00
365,Alex Bachman,LVR,WR,29,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,150,,BachAl00
366,John Bates,WAS,TE,28,2,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,80,,BateJo00
367,Andrew Beck,NYJ,FB,29,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,96,,BeckAn01
368,Ulysses Bentley,IND,RB,25,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,97,,BentUl00
369,Jake Bobo,SEA,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,151,,BoboJa00
370,Jacoby Brissett,ARI,QB,33,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,47,,BrisJa00
371,British Brooks,HOU,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,98,,BrooBr01
372,Jason Brownlee,KAN,WR,26,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,152,,BrowJa07
373,Harrison Bryant,HOU,TE,27,2,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,81,,BryaHa00
374,Dalevon Campbell,CAR,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,153,,CampDa01
375,DeAndre Carter,CLE,WR,32,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,154,,CartDe02
376,Ty Chandler,MIN,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,99,,ChanTy01
377,Beaux Collins,NYG,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,155,,CollBe00
378,Darius Cooper,PHI,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,156,,CoopDa01
379,Andy Dalton,CAR,QB,38,1,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,53,,DaltAn00
380,Jaxson Dart,NYG,QB,22,2,0,0,0,0,0,0,2,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,51,,DartJa00
381,Kaden Davis,CLE,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,157,,DaviKa02
382,Josiah Deguara,ARI,TE,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,82,,DeguJo00
383,Emari Demercado,ARI,RB,26,3,0,0,0,0,0,0,2,0,0.00,0,1,0,0,,0,0,0,0,,,,,,,,100,,DemeEm00
384,Payne Durham,TAM,TE,25,3,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,83,,DurhPa00
385,Devin Duvernay,CHI,WR,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,158,,DuveDe00
386,Ross Dwelley,DET,TE,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,84,,DwelRo00
387,Simi Fehoko,ARI,WR,28,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,159,,FehoSi00
388,Terrance Ferguson,LAR,TE,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,85,,FergTe00
389,Tucker Fisk,LAC,TE,26,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,86,,FiskTu00
390,Feleipe Franks,ATL,TE,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,87,,FranFe00
391,Russell Gage,SFO,WR,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,160,,GageRu00
392,Reggie Gilliam,BUF,FB,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,101,,GillRe00
393,Anthony Gould,IND,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,161,,GoulAn00
394,Isaac Guerendo,SFO,RB,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,102,,GuerIs00
395,Hassan Haskins,LAC,RB,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,103,,HaskHa00
396,KhaDarel Hodge,ATL,WR,30,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,162,,HodgKh00
397,Tanner Hudson,CIN,TE,31,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,88,,HudsTa00
398,Jarquez Hunter,LAR,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,104,,HuntJa03
399,Jalin Hyatt,NYG,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,163,,HyatJa00
400,Jakob Johnson,HOU,FB,31,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,105,,JohnJa12
401,Kameron Johnson,TAM,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,164,,JohnKa01
402,Kaleb Johnson,PIT,RB,22,2,0,0,0,0,0,0,2,-1,-0.50,0,0,0,0,,0,1,0,0,,,,-0.1,-0.1,-0.1,,121,,JohnKa03
403,Roschon Johnson,CHI,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,106,,JohnRo07
404,Tez Johnson,TAM,WR,23,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,165,,JohnTe03
405,Charlie Jones,CIN,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,166,,JoneCh11
406,Tim Jones,MIN,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,167,,JoneTi00
407,Velus Jones Jr.,NOR,RB,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,107,,JoneVe00
408,Ko Kieft,TAM,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,89,,KiefKo00
409,Zonovan Knight,ARI,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,108,,KnigZo00
410,KeAndre Lambert-Smith,LAC,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,168,,LambKe01
411,Cameron Latu,PHI,TE,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,90,,LatuCa01
412,Dominic Lovett,DET,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,169,,LoveDo00
413,Hunter Luepke,DAL,RB,25,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,,LuepHu00
414,David Martin-Robinson,TEN,TE,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,91,,MartDa01
415,Moliki Matavao,NOR,TE,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,92,,MataMo00
416,Bo Melton,GNB,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,170,,MeltBo00
417,Scott Miller,PIT,WR,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,171,,MillSc01
418,Jalen Milroe,SEA,QB,23,2,0,0,0,0,0,0,2,4,2.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,46,,MilrJa00
419,Joe Milton,DAL,QB,25,1,0,3,5,41,0,1,0,0,,0,0,0,0,,0,0,0,0,,,,-0.4,0.6,0.6,,54,,MiltJo00
420,Jordan Mims,TEN,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,,MimsJo00
421,Zaire Mitchell-Paden,BAL,TE,26,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,93,,MitcZa00
422,Quintin Morris,JAX,TE,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,94,,MorrQu00
423,Kalel Mullings,TEN,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,,MullKa00
424,Konata Mumpfield,LAR,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,172,,MumpKo00
425,Kene Nwangwu,NYJ,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,112,,NwanKe00
426,Andrew Ogletree,IND,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,95,,OgleAn00
427,Gunner Olszewski,NYG,WR,29,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,173,,OlszGu00
428,Robbie Ouzts,SEA,FB,23,3,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,113,,OuztRo00
429,Adam Prentice,DEN,FB,28,3,1,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,93,,PrenAd00
430,Teagan Quitoriano,ATL,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,96,,QuitTe00
431,Craig Reynolds,DET,RB,29,2,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,94,,ReynCr00
432,Anthony Richardson,IND,QB,23,1,0,0,0,0,0,0,4,-1,-0.25,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,52,,RichAn03
433,Mason Rudolph,PIT,QB,30,1,0,2,2,12,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,0.5,0.5,0.5,,45,,RudoMa00
434,Cooper Rush,BAL,QB,32,1,0,0,0,0,0,0,3,-4,-1.33,0,0,0,0,,0,0,0,0,,,,-0.4,-0.4,-0.4,,55,,RushCo00
435,Brady Russell,SEA,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,97,,RussBr00
436,Brett Rypien,CIN,QB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,50,,RypiBr00
437,Jacob Saylors,DET,RB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,114,,SaylJa00
438,Cody Schrader,LAR,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,115,,SchrCo00
439,Trey Sermon,PIT,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,116,,SermTr00
440,Justin Shorter,LVR,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,98,,ShorJu00
441,Tyler Shough,NOR,QB,26,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,49,,ShouTy00
442,Ben Sims,GNB,TE,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,99,,SimsBe00
443,Stone Smartt,NYJ,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,100,,SmarSt00
444,Arian Smith,NYJ,WR,24,3,1,0,0,0,0,0,1,-10,-10.00,0,4,3,10,3.33,0,0,0,0,,,,3.0,3.0,1.5,,174,,SmitAr01
445,Durham Smythe,CHI,TE,30,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,101,,SmytDu00
446,Brevyn Spann-Ford,DAL,TE,26,3,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,78,,SpanBr00
447,Ian Thomas,LVR,TE,29,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,102,,ThomIa00
448,Mason Tipton,NOR,WR,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,175,,TiptMa00
449,Robert Tonyan,KAN,TE,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,103,,TonyRo00
450,Sean Tucker,TAM,RB,24,3,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,95,,TuckSe00
451,Malik Turner,SFO,WR,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,176,,TurnMa00
452,Sione Vaki,DET,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,,VakiSi00
453,Nick Vannett,MIN,TE,32,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,104,,VannNi00
454,Travis Vokolek,ARI,TE,27,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,105,,VokoTr00
455,Jahdae Walker,CHI,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,177,,WalkJa03
456,Carlos Washington,ATL,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,118,,WashCa00
457,Xavier Weaver,ARI,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,178,,WeavXa00
458,Treyton Welch,NOR,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,106,,WelcTr00
459,Jack Westover,NWE,FB,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,119,,WestJa01
460,LaJohntay Wester,BAL,WR,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,179,,WestLa01
461,Blake Whiteheart,CLE,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,107,,WhitBl01
462,Cody White,SEA,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,180,,WhitCo05
463,Brayden Willis,SFO,TE,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,108,,WillBr06
464,Isaiah Williams,NYJ,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,181,,WillIs03
465,Jeff Wilson,MIA,RB,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,,WilsJe01
466,Xavier Worthy,KAN,WR,22,1,1,0,0,0,0,0,1,0,0.00,0,1,0,0,,0,0,0,0,,,,,,,,182,,WortXa00
467,Colson Yankoff,WAS,TE,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,,YankCo00
468,Ben Yurosek,MIN,TE,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,,YuroBe00
469,Shane Zylstra,DET,TE,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,,ZylsSh00
470,Trevor Etienne,CAR,RB,21,3,0,0,0,0,0,0,1,4,4.00,0,1,1,2,2.00,0,1,1,0,,,-1,-0.4,0.6,-0.9,,122,,EtieTr01
